fid,neighbours
2893065,"2891683,2891684,2893064,2893066"
2893066,"2891684,2891685,2893065,2893067"
2893067,"2891685,2891686,2893066,2893068"
2893068,"2891686,2891687,2893067,2893069"
2893069,"2891687,2891688,2893068,2893070"
2893070,"2891688,2891689,2893069,2893071"
2893071,"2891689,2893070"
2894421,"2894422"
2894422,"2894421"
2894428,"2895810"
2894429,"2895810,2895811"
2894430,"2895811,2895812"
2894431,"2894432,2895812,2895813"
2894432,"2894431,2894433,2895813,2895814"
2894433,"2894432,2894434,2895814,2895815"
2894434,"2894433,2894435,2895815,2895816"
2894435,"2894434,2894436,2895816,2895817"
2894436,"2894435,2894437,2895817,2895818"
2894437,"2894436,2894438,2895818,2895819"
2894438,"2894437,2894439,2895819,2895820"
2894439,"2894438,2894440,2895820,2895821"
2894440,"2894439,2894441,2895821,2895822"
2894441,"2894440,2894442,2895822,2895823"
2894442,"2894441,2894443,2895823,2895824"
2894443,"2894442,2894444,2895824,2895825"
2894444,"2894443,2894445,2895825,2895826"
2894445,"2894444,2894446,2895826,2895827"
2894446,"2894445,2894447,2895827,2895828"
2894447,"2894446,2894448,2895828,2895829"
2894448,"2894447,2894449,2895829,2895830"
2894449,"2894448,2894450,2895830,2895831"
2894450,"2894449,2894451,2895831,2895832"
2894451,"2894450,2895832"
2895809,"2895810"
2895810,"2894428,2894429,2895809,2895811"
2895811,"2894429,2894430,2895810,2895812"
2895812,"2894430,2894431,2895811,2895813"
2895813,"2894431,2894432,2895812,2895814"
2895814,"2894432,2894433,2895813,2895815"
2895815,"2894433,2894434,2895814,2895816"
2895816,"2894434,2894435,2895815,2895817"
2895817,"2894435,2894436,2895816,2895818"
2895818,"2894436,2894437,2895817,2895819"
2895819,"2894437,2894438,2895818,2895820"
2895820,"2894438,2894439,2895819,2895821"
2895821,"2894439,2894440,2895820,2895822"
2895822,"2894440,2894441,2895821,2895823"
2895823,"2894441,2894442,2895822,2895824"
2895824,"2894442,2894443,2895823,2895825"
2895825,"2894443,2894444,2895824,2895826"
2895826,"2894444,2894445,2895825,2895827"
2895827,"2894445,2894446,2895826,2895828"
2895828,"2894446,2894447,2895827,2895829"
2895829,"2894447,2894448,2895828,2895830"
2895830,"2894448,2894449,2895829,2895831"
2895831,"2894449,2894450,2895830,2895832"
2895832,"2894450,2894451,2895831,2895833"
2895833,"2895832"
2897191,"2897192"
2897192,"2897191"
2897194,"2897195"
2897195,"2897194,2897196,2898576,2898577"
2897196,"2897195,2897197,2898577,2898578"
2897197,"2897196,2897198,2898578,2898579"
2897198,"2897197,2897199,2898579,2898580"
2897199,"2897198,2897200,2898580,2898581"
2897200,"2897199,2897201,2898581,2898582"
2897201,"2897200,2897202,2898582,2898583"
2897202,"2897201,2897203,2898583,2898584"
2897203,"2897202,2897204,2898584,2898585"
2897204,"2897203,2897205,2898585,2898586"
2897205,"2897204,2897206,2898586,2898587"
2897206,"2897205,2897207,2898587,2898588"
2897207,"2897206,2897208,2898588,2898589"
2897208,"2897207,2897209,2898589,2898590"
2897209,"2897208,2897210,2898590,2898591"
2897210,"2897209,2897211,2898591,2898592"
2897211,"2897210,2897212,2898592,2898593"
2897212,"2897211,2897213,2898593,2898594"
2897213,"2897212,2897214,2898594,2898595"
2897214,"2897213,2897215,2898595,2898596"
2897215,"2897214,2897216,2898596,2898597"
2897216,"2897215,2897217,2898597,2898598"
2897217,"2897216,2898598"
2898576,"2897195,2898577,2899958,2899959"
2898577,"2897195,2897196,2898576,2898578,2899959"
2898578,"2897196,2897197,2898577,2898579"
2898579,"2897197,2897198,2898578,2898580"
2898580,"2897198,2897199,2898579,2898581"
2898581,"2897199,2897200,2898580,2898582"
2898582,"2897200,2897201,2898581,2898583"
2898583,"2897201,2897202,2898582,2898584"
2898584,"2897202,2897203,2898583,2898585"
2898585,"2897203,2897204,2898584,2898586"
2898586,"2897204,2897205,2898585,2898587"
2898587,"2897205,2897206,2898586,2898588"
2898588,"2897206,2897207,2898587,2898589"
2898589,"2897207,2897208,2898588,2898590"
2898590,"2897208,2897209,2898589,2898591"
2898591,"2897209,2897210,2898590,2898592"
2898592,"2897210,2897211,2898591,2898593"
2898593,"2897211,2897212,2898592,2898594"
2898594,"2897212,2897213,2898593,2898595"
2898595,"2897213,2897214,2898594,2898596"
2898596,"2897214,2897215,2898595,2898597"
2898597,"2897215,2897216,2898596,2898598"
2898598,"2897216,2897217,2898597,2898599"
2898599,"2898598"
2899958,"2898576"
2899959,"2898576,2898577,2901341"
2899960,"2899961,2901341,2901342"
2899961,"2899960,2899962,2901342,2901343"
2899962,"2899961,2899963,2901343,2901344"
2899963,"2899962,2899964,2901344,2901345"
2899964,"2899963,2899965,2901345,2901346"
2899965,"2899964,2899966,2901346,2901347"
2899966,"2899965,2899967,2901347,2901348"
2899967,"2899966,2899968,2901348,2901349"
2899968,"2899967,2899969,2901349,2901350"
2899969,"2899968,2899970,2901350,2901351"
2899970,"2899969,2899971,2901351,2901352"
2899971,"2899970,2899972,2901352,2901353"
2899972,"2899971,2899973,2901353,2901354"
2899973,"2899972,2899974,2901354,2901355"
2899974,"2899973,2899975,2901355,2901356"
2899975,"2899974,2899976,2901356,2901357"
2899976,"2899975,2899977,2901357,2901358"
2899977,"2899976,2899978,2901358,2901359"
2899978,"2899977,2899979,2901359,2901360"
2899979,"2899978,2899980,2901360,2901361"
2899980,"2899979,2899981,2901361,2901362"
2899981,"2899980,2899982,2901362,2901363"
2899982,"2899981"
2901341,"2899959,2899960,2901342"
2901342,"2899960,2899961,2901341,2901343"
2901343,"2899961,2899962,2901342,2901344"
2901344,"2899962,2899963,2901343,2901345"
2901345,"2899963,2899964,2901344,2901346"
2901346,"2899964,2899965,2901345,2901347"
2901347,"2899965,2899966,2901346,2901348"
2901348,"2899966,2899967,2901347,2901349"
2901349,"2899967,2899968,2901348,2901350"
2901350,"2899968,2899969,2901349,2901351"
2901351,"2899969,2899970,2901350,2901352"
2901352,"2899970,2899971,2901351,2901353"
2901353,"2899971,2899972,2901352,2901354"
2901354,"2899972,2899973,2901353,2901355"
2901355,"2899973,2899974,2901354,2901356"
2901356,"2899974,2899975,2901355,2901357"
2901357,"2899975,2899976,2901356,2901358"
2901358,"2899976,2899977,2901357,2901359"
2901359,"2899977,2899978,2901358,2901360"
2901360,"2899978,2899979,2901359,2901361"
2901361,"2899979,2899980,2901360,2901362"
2901362,"2899980,2899981,2901361,2901363"
2901363,"2899981,2901362"
2902724,"2902725"
2902725,"2902724,2904106"
2902726,"2904108"
2902727,"2904108,2904109"
2902728,"2902729"
2902729,"2902728,2904111"
2902730,"2902731,2904112"
2902731,"2902730,2902732,2904112,2904113"
2902732,"2902731,2902733,2904113,2904114"
2902733,"2902732,2902734,2904114,2904115"
2902734,"2902733,2902735,2904115,2904116"
2902735,"2902734,2902736,2904116,2904117"
2902736,"2902735,2902737,2904117,2904118"
2902737,"2902736,2902738,2904118,2904119"
2902738,"2902737,2902739,2904119,2904120"
2902739,"2902738,2902740,2904120,2904121"
2902740,"2902739,2902741,2904121,2904122"
2902741,"2902740,2902742,2904122,2904123"
2902742,"2902741,2902743,2904123,2904124"
2902743,"2902742,2902744,2904124,2904125"
2902744,"2902743,2902745,2904125,2904126"
2902745,"2902744,2902746,2904126,2904127"
2902746,"2902745,2904127,2904128"
2904106,"2902725"
2904108,"2902726,2902727,2904109,2905491"
2904109,"2902727,2904108"
2904111,"2902729"
2904112,"2902730,2902731,2904113"
2904113,"2902731,2902732,2904112,2904114,2905495,2905496"
2904114,"2902732,2902733,2904113,2904115,2905496,2905497"
2904115,"2902733,2902734,2904114,2904116,2905497,2905498"
2904116,"2902734,2902735,2904115,2904117,2905498,2905499"
2904117,"2902735,2902736,2904116,2904118,2905499,2905500"
2904118,"2902736,2902737,2904117,2904119,2905500,2905501"
2904119,"2902737,2902738,2904118,2904120,2905501,2905502"
2904120,"2902738,2902739,2904119,2904121,2905502,2905503"
2904121,"2902739,2902740,2904120,2904122,2905503,2905504"
2904122,"2902740,2902741,2904121,2904123,2905504,2905505"
2904123,"2902741,2902742,2904122,2904124,2905505,2905506"
2904124,"2902742,2902743,2904123,2904125,2905506,2905507"
2904125,"2902743,2902744,2904124,2904126,2905507,2905508"
2904126,"2902744,2902745,2904125,2904127,2905508,2905509"
2904127,"2902745,2902746,2904126,2904128,2905509,2905510"
2904128,"2902746,2904127"
2905491,"2904108"
2905495,"2904113,2905496"
2905496,"2904113,2904114,2905495,2905497"
2905497,"2904114,2904115,2905496,2905498"
2905498,"2904115,2904116,2905497,2905499"
2905499,"2904116,2904117,2905498,2905500"
2905500,"2904117,2904118,2905499,2905501"
2905501,"2904118,2904119,2905500,2905502"
2905502,"2904119,2904120,2905501,2905503"
2905503,"2904120,2904121,2905502,2905504"
2905504,"2904121,2904122,2905503,2905505"
2905505,"2904122,2904123,2905504,2905506"
2905506,"2904123,2904124,2905505,2905507"
2905507,"2904124,2904125,2905506,2905508"
2905508,"2904125,2904126,2905507,2905509"
2905509,"2904126,2904127,2905508,2905510"
2905510,"2904127,2905509"
2906877,"2906878,2908260"
2906878,"2906877,2906879,2908260,2908261"
2906879,"2906878,2906880,2908261,2908262"
2906880,"2906879,2906881,2908262,2908263"
2906881,"2906880,2906882,2908263,2908264"
2906882,"2906881,2906883,2908264,2908265"
2906883,"2906882,2906884,2908265,2908266"
2906884,"2906883,2906885,2908266,2908267"
2906885,"2906884,2906886,2908267,2908268"
2906886,"2906885,2906887,2908268,2908269"
2906887,"2906886,2906888,2908269,2908270"
2906888,"2906887,2906889,2908270,2908271"
2906889,"2906888,2906890,2908271,2908272"
2906890,"2906889,2906891,2908272,2908273"
2906891,"2906890,2906892,2908273,2908274"
2906892,"2906891,2908274,2908275"
2906893,"2908275,2908276"
2906894,"2908276,2908277"
2908260,"2906877,2906878,2908261"
2908261,"2906878,2906879,2908260,2908262"
2908262,"2906879,2906880,2908261,2908263"
2908263,"2906880,2906881,2908262,2908264"
2908264,"2906881,2906882,2908263,2908265"
2908265,"2906882,2906883,2908264,2908266"
2908266,"2906883,2906884,2908265,2908267"
2908267,"2906884,2906885,2908266,2908268"
2908268,"2906885,2906886,2908267,2908269"
2908269,"2906886,2906887,2908268,2908270"
2908270,"2906887,2906888,2908269,2908271"
2908271,"2906888,2906889,2908270,2908272"
2908272,"2906889,2906890,2908271,2908273"
2908273,"2906890,2906891,2908272,2908274"
2908274,"2906891,2906892,2908273,2908275"
2908275,"2906892,2906893,2908274,2908276"
2908276,"2906893,2906894,2908275,2908277"
2908277,"2906894,2908276,2908278"
2908278,"2908277"
2909641,"2909642,2911023,2911024"
2909642,"2909641,2909643,2911024,2911025"
2909643,"2909642,2909644,2911025,2911026"
2909644,"2909643,2909645,2911026,2911027"
2909645,"2909644,2909646,2911027,2911028"
2909646,"2909645,2909647,2911028,2911029"
2909647,"2909646,2909648,2911029,2911030"
2909648,"2909647,2909649,2911030,2911031"
2909649,"2909648,2909650,2911031,2911032"
2909650,"2909649,2909651,2911032,2911033"
2909651,"2909650,2909652,2911033,2911034"
2909652,"2909651,2909653,2911034,2911035"
2909653,"2909652,2909654,2911035,2911036"
2909654,"2909653,2909655,2911036,2911037"
2909655,"2909654,2909656,2911037,2911038"
2909656,"2909655,2909657,2911038,2911039"
2909657,"2909656,2909658,2911039,2911040"
2909658,"2909657,2909659,2911040,2911041"
2909659,"2909658,2909660,2911041,2911042"
2909660,"2909659,2909661,2911042,2911043"
2909661,"2909660,2909662,2911043,2911044"
2909662,"2909661,2911044,2911045"
2911023,"2909641,2911024"
2911024,"2909641,2909642,2911023,2911025"
2911025,"2909642,2909643,2911024,2911026"
2911026,"2909643,2909644,2911025,2911027"
2911027,"2909644,2909645,2911026,2911028"
2911028,"2909645,2909646,2911027,2911029"
2911029,"2909646,2909647,2911028,2911030"
2911030,"2909647,2909648,2911029,2911031"
2911031,"2909648,2909649,2911030,2911032"
2911032,"2909649,2909650,2911031,2911033"
2911033,"2909650,2909651,2911032,2911034"
2911034,"2909651,2909652,2911033,2911035"
2911035,"2909652,2909653,2911034,2911036"
2911036,"2909653,2909654,2911035,2911037"
2911037,"2909654,2909655,2911036,2911038"
2911038,"2909655,2909656,2911037,2911039"
2911039,"2909656,2909657,2911038,2911040"
2911040,"2909657,2909658,2911039,2911041"
2911041,"2909658,2909659,2911040,2911042"
2911042,"2909659,2909660,2911041,2911043"
2911043,"2909660,2909661,2911042,2911044"
2911044,"2909661,2909662,2911043,2911045"
2911045,"2909662,2911044"
2912405,"2912406,2913788"
2912406,"2912405,2912407,2913788,2913789"
2912407,"2912406,2912408,2913789,2913790"
2912408,"2912407,2912409,2913790,2913791"
2912409,"2912408,2912410,2913791,2913792"
2912410,"2912409,2912411,2913792,2913793"
2912411,"2912410,2912412,2913793,2913794"
2912412,"2912411,2912413,2913794,2913795"
2912413,"2912412,2912414,2913795,2913796"
2912414,"2912413,2912415,2913796,2913797"
2912415,"2912414,2912416,2913797,2913798"
2912416,"2912415,2912417,2913798,2913799"
2912417,"2912416,2912418,2913799,2913800"
2912418,"2912417,2912419,2913800,2913801"
2912419,"2912418,2912420,2913801,2913802"
2912420,"2912419,2912421,2913802,2913803"
2912421,"2912420,2912422,2913803,2913804"
2912422,"2912421,2912423,2913804,2913805"
2912423,"2912422,2912424,2913805,2913806"
2912424,"2912423,2912425,2913806,2913807"
2912425,"2912424,2912426,2913807,2913808"
2912426,"2912425,2912427,2913808,2913809"
2912427,"2912426,2912428,2913809,2913810"
2912428,"2912427,2913810,2913811"
2913788,"2912405,2912406,2913789"
2913789,"2912406,2912407,2913788,2913790"
2913790,"2912407,2912408,2913789,2913791"
2913791,"2912408,2912409,2913790,2913792"
2913792,"2912409,2912410,2913791,2913793"
2913793,"2912410,2912411,2913792,2913794"
2913794,"2912411,2912412,2913793,2913795"
2913795,"2912412,2912413,2913794,2913796"
2913796,"2912413,2912414,2913795,2913797"
2913797,"2912414,2912415,2913796,2913798"
2913798,"2912415,2912416,2913797,2913799"
2913799,"2912416,2912417,2913798,2913800"
2913800,"2912417,2912418,2913799,2913801"
2913801,"2912418,2912419,2913800,2913802"
2913802,"2912419,2912420,2913801,2913803"
2913803,"2912420,2912421,2913802,2913804"
2913804,"2912421,2912422,2913803,2913805"
2913805,"2912422,2912423,2913804,2913806"
2913806,"2912423,2912424,2913805,2913807"
2913807,"2912424,2912425,2913806,2913808"
2913808,"2912425,2912426,2913807,2913809"
2913809,"2912426,2912427,2913808,2913810"
2913810,"2912427,2912428,2913809,2913811"
2913811,"2912428,2913810,2913812"
2913812,"2913811"
2915170,"2915171,2916552,2916553"
2915171,"2915170,2915172,2916553,2916554"
2915172,"2915171,2915173,2916554,2916555"
2915173,"2915172,2915174,2916555,2916556"
2915174,"2915173,2915175,2916556,2916557"
2915175,"2915174,2915176,2916557,2916558"
2915176,"2915175,2915177,2916558,2916559"
2915177,"2915176,2915178,2916559,2916560"
2915178,"2915177,2915179,2916560,2916561"
2915179,"2915178,2915180,2916561,2916562"
2915180,"2915179,2915181,2916562,2916563"
2915181,"2915180,2915182,2916563,2916564"
2915182,"2915181,2915183,2916564,2916565"
2915183,"2915182,2915184,2916565,2916566"
2915184,"2915183,2915185,2916566,2916567"
2915185,"2915184,2915186,2916567,2916568"
2915186,"2915185,2915187,2916568,2916569"
2915187,"2915186,2915188,2916569,2916570"
2915188,"2915187,2915189,2916570,2916571"
2915189,"2915188,2915190,2916571,2916572"
2915190,"2915189,2915191,2916572,2916573"
2915191,"2915190,2915192,2916573,2916574"
2915192,"2915191,2915193,2916574,2916575"
2915193,"2915192,2915194,2916575,2916576"
2915194,"2915193,2915195,2916576,2916577"
2915195,"2915194,2916577,2916578"
2916552,"2915170,2916553"
2916553,"2915170,2915171,2916552,2916554"
2916554,"2915171,2915172,2916553,2916555"
2916555,"2915172,2915173,2916554,2916556"
2916556,"2915173,2915174,2916555,2916557"
2916557,"2915174,2915175,2916556,2916558"
2916558,"2915175,2915176,2916557,2916559"
2916559,"2915176,2915177,2916558,2916560"
2916560,"2915177,2915178,2916559,2916561"
2916561,"2915178,2915179,2916560,2916562"
2916562,"2915179,2915180,2916561,2916563"
2916563,"2915180,2915181,2916562,2916564"
2916564,"2915181,2915182,2916563,2916565"
2916565,"2915182,2915183,2916564,2916566"
2916566,"2915183,2915184,2916565,2916567"
2916567,"2915184,2915185,2916566,2916568"
2916568,"2915185,2915186,2916567,2916569"
2916569,"2915186,2915187,2916568,2916570"
2916570,"2915187,2915188,2916569,2916571"
2916571,"2915188,2915189,2916570,2916572"
2916572,"2915189,2915190,2916571,2916573"
2916573,"2915190,2915191,2916572,2916574"
2916574,"2915191,2915192,2916573,2916575"
2916575,"2915192,2915193,2916574,2916576"
2916576,"2915193,2915194,2916575,2916577"
2916577,"2915194,2915195,2916576,2916578"
2916578,"2915195,2916577,2916579"
2916579,"2916578"
2917933,"2917934,2919316"
2917934,"2917933,2917935,2919316,2919317"
2917935,"2917934,2917936,2919317,2919318"
2917936,"2917935,2917937,2919318,2919319"
2917937,"2917936,2917938,2919319,2919320"
2917938,"2917937,2917939,2919320,2919321"
2917939,"2917938,2917940,2919321,2919322"
2917940,"2917939,2917941,2919322,2919323"
2917941,"2917940,2917942,2919323,2919324"
2917942,"2917941,2917943,2919324,2919325"
2917943,"2917942,2917944,2919325,2919326"
2917944,"2917943,2917945,2919326,2919327"
2917945,"2917944,2917946,2919327,2919328"
2917946,"2917945,2917947,2919328,2919329"
2917947,"2917946,2917948,2919329,2919330"
2917948,"2917947,2917949,2919330,2919331"
2917949,"2917948,2917950,2919331,2919332"
2917950,"2917949,2917951,2919332,2919333"
2917951,"2917950,2917952,2919333,2919334"
2917952,"2917951,2917953,2919334,2919335"
2917953,"2917952,2917954,2919335,2919336"
2917954,"2917953,2917955,2919336,2919337"
2917955,"2917954,2917956,2919337,2919338"
2917956,"2917955,2917957,2919338,2919339"
2917957,"2917956,2917958,2919339,2919340"
2917958,"2917957,2917959,2919340,2919341"
2917959,"2917958,2917960,2919341,2919342"
2917960,"2917959,2917961,2919342,2919343"
2917961,"2917960,2917962,2919343"
2917962,"2917961"
2919315,"2919316"
2919316,"2917933,2917934,2919315,2919317"
2919317,"2917934,2917935,2919316,2919318"
2919318,"2917935,2917936,2919317,2919319"
2919319,"2917936,2917937,2919318,2919320"
2919320,"2917937,2917938,2919319,2919321"
2919321,"2917938,2917939,2919320,2919322"
2919322,"2917939,2917940,2919321,2919323"
2919323,"2917940,2917941,2919322,2919324"
2919324,"2917941,2917942,2919323,2919325"
2919325,"2917942,2917943,2919324,2919326"
2919326,"2917943,2917944,2919325,2919327"
2919327,"2917944,2917945,2919326,2919328"
2919328,"2917945,2917946,2919327,2919329"
2919329,"2917946,2917947,2919328,2919330"
2919330,"2917947,2917948,2919329,2919331"
2919331,"2917948,2917949,2919330,2919332"
2919332,"2917949,2917950,2919331,2919333"
2919333,"2917950,2917951,2919332,2919334"
2919334,"2917951,2917952,2919333,2919335"
2919335,"2917952,2917953,2919334,2919336"
2919336,"2917953,2917954,2919335,2919337"
2919337,"2917954,2917955,2919336,2919338"
2919338,"2917955,2917956,2919337,2919339"
2919339,"2917956,2917957,2919338,2919340"
